agent,contrainte,jour,value,poids
4,1,23,0,130
4,1,24,0,130
4,1,25,0,130
4,1,26,0,130
4,1,27,0,130
4,1,28,0,130
4,1,29,1,130
4,1,30,0,130
4,1,31,0,130
4,1,32,0,130
4,1,33,0,130
4,1,34,0,130
4,1,35,0,130
4,1,36,0,130
4,1,37,0,130
4,1,38,0,130
4,1,39,0,130
4,1,40,0,130
4,1,41,0,130
4,1,42,0,130
4,1,43,0,130
4,1,44,0,130
4,1,45,0,130
4,1,46,0,130
4,1,47,0,130
4,1,48,0,130
4,1,49,0,130
4,1,50,0,130
4,1,51,0,130
4,1,52,0,130
4,1,53,0,130
4,1,54,0,130
4,1,55,0,130
4,1,56,0,130
4,1,57,0,130
4,1,58,0,130
4,1,59,0,130
4,1,60,0,130
4,1,61,0,130
4,1,62,0,130
4,1,63,0,130
4,1,64,0,130
4,1,65,0,130
4,1,66,0,130
4,1,67,0,130
4,1,68,0,130
4,1,69,0,130
4,1,70,0,130
4,1,71,0,130
4,1,72,0,130
4,1,73,0,130
4,1,74,0,130
4,1,75,0,130
4,1,76,0,130
4,1,77,0,130
4,1,78,0,130
4,1,79,0,130
4,1,80,0,130
4,1,81,0,130
4,1,82,0,130
4,1,83,0,130
4,1,84,0,130
4,2,1,0,130
4,2,2,0,130
4,2,3,0,130
4,2,4,0,130
4,2,5,0,130
4,2,6,0,130
4,2,7,0,130
4,2,8,1,130
4,2,9,0,130
4,2,10,0,130
4,2,11,0,130
4,2,12,0,130
4,2,13,0,130
4,2,14,0,130
4,2,15,0,130
4,2,16,0,130
4,2,17,0,130
4,2,18,0,130
4,2,19,0,130
4,2,20,1,130
4,2,21,0,130
4,2,22,0,130
4,2,23,0,130
4,2,24,1,130
4,2,25,0,130
4,2,26,0,130
4,2,27,0,130
4,2,28,0,130
4,2,29,1,130
4,2,30,0,130
4,2,31,0,130
4,2,32,0,130
4,2,33,0,130
4,2,34,0,130
4,2,35,1,130
4,2,36,0,130
4,2,37,0,130
4,2,38,0,130
4,2,39,0,130
4,2,40,0,130
4,2,41,0,130
4,2,42,0,130
4,2,43,0,130
4,2,44,0,130
4,2,45,0,130
4,2,46,0,130
4,2,47,0,130
4,2,48,0,130
4,2,49,0,130
4,2,50,0,130
4,2,51,0,130
4,2,52,0,130
4,2,53,1,130
4,2,54,0,130
4,2,55,0,130
4,2,56,0,130
4,2,57,0,130
4,2,58,0,130
4,2,59,0,130
4,2,60,0,130
4,2,61,0,130
4,2,62,0,130
4,2,63,0,130
4,2,64,1,130
4,2,65,0,130
4,2,66,0,130
4,2,67,0,130
4,2,68,0,130
4,2,69,0,130
4,2,70,0,130
4,2,71,0,130
4,2,72,0,130
4,2,73,0,130
4,2,74,1,130
4,2,75,0,130
4,2,76,0,130
4,2,77,0,130
4,2,78,0,130
4,2,79,0,130
4,2,80,0,130
4,2,81,0,130
4,2,82,1,130
4,2,83,0,130
4,2,84,0,130
4,3,1,0,200
4,3,2,0,200
4,3,3,0,200
4,3,4,0,200
4,3,5,0,200
4,3,6,0,200
4,3,7,0,200
4,3,8,0,200
4,3,9,0,200
4,3,10,0,200
4,3,11,0,200
4,3,12,0,200
4,3,13,0,200
4,3,14,0,200
4,3,15,0,200
4,3,16,0,200
4,3,17,0,200
4,3,18,0,200
4,3,19,0,200
4,3,20,0,200
4,3,21,0,200
4,3,22,0,200
4,3,23,0,200
4,3,24,0,200
4,3,25,0,200
4,3,26,0,200
4,3,27,0,200
4,3,28,0,200
4,3,29,0,200
4,3,30,0,200
4,3,31,0,200
4,3,32,0,200
4,3,33,0,200
4,3,34,0,200
4,3,35,0,200
4,3,36,0,200
4,3,37,0,200
4,3,38,0,200
4,3,39,0,200
4,3,40,0,200
4,3,41,0,200
4,3,42,0,200
4,3,43,0,200
4,3,44,0,200
4,3,45,0,200
4,3,46,0,200
4,3,47,0,200
4,3,48,0,200
4,3,49,0,200
4,3,50,0,200
4,3,51,0,200
4,3,52,0,200
4,3,53,0,200
4,3,54,0,200
4,3,55,0,200
4,3,56,0,200
4,3,57,0,200
4,3,58,0,200
4,3,59,0,200
4,3,60,0,200
4,3,61,0,200
4,3,62,0,200
4,3,63,0,200
4,3,64,0,200
4,3,65,0,200
4,3,66,0,200
4,3,67,0,200
4,3,68,0,200
4,3,69,0,200
4,3,70,0,200
4,3,71,0,200
4,3,72,0,200
4,3,73,0,200
4,3,74,0,200
4,3,75,0,200
4,3,76,0,200
4,3,77,0,200
4,3,78,1,200
4,3,79,0,200
4,3,80,0,200
4,3,81,0,200
4,3,82,0,200
4,3,83,0,200
4,3,84,0,200
4,10,1,0,180
4,10,2,0,180
4,10,3,0,180
4,10,4,0,180
4,10,5,0,180
4,10,6,0,180
4,10,7,0,180
4,10,8,0,180
4,10,9,0,180
4,10,10,0,180
4,10,11,0,180
4,10,12,0,180
4,10,13,0,180
4,10,14,0,180
4,10,15,0,180
4,10,16,0,180
4,10,17,0,180
4,10,18,0,180
4,10,19,0,180
4,10,20,0,180
4,10,21,0,180
4,10,22,0,180
4,10,23,0,180
4,10,24,0,180
4,10,25,0,180
4,10,26,0,180
4,10,27,0,180
4,10,28,0,180
4,10,29,0,180
4,10,30,0,180
4,10,31,0,180
4,10,32,0,180
4,10,33,0,180
4,10,34,0,180
4,10,35,0,180
4,10,36,0,180
4,10,37,0,180
4,10,38,0,180
4,10,39,0,180
4,10,40,0,180
4,10,41,0,180
4,10,42,0,180
4,10,43,0,180
4,10,44,0,180
4,10,45,0,180
4,10,46,0,180
4,10,47,0,180
4,10,48,0,180
4,10,49,0,180
4,10,50,0,180
4,10,51,0,180
4,10,52,0,180
4,10,53,0,180
4,10,54,0,180
4,10,55,0,180
4,10,56,0,180
4,10,57,0,180
4,10,58,0,180
4,10,59,0,180
4,10,60,0,180
4,10,61,0,180
4,10,62,0,180
4,10,63,0,180
4,10,64,0,180
4,10,65,0,180
4,10,66,0,180
4,10,67,0,180
4,10,68,0,180
4,10,69,0,180
4,10,70,0,180
4,10,71,0,180
4,10,72,0,180
4,10,73,0,180
4,10,74,0,180
4,10,75,0,180
4,10,76,0,180
4,10,77,0,180
4,10,78,0,180
4,10,79,0,180
4,10,80,0,180
4,10,81,0,180
4,10,82,0,180
4,10,83,0,180
4,10,84,0,180
4,11,1,0,180
4,11,2,0,180
4,11,3,0,180
4,11,4,0,180
4,11,5,0,180
4,11,6,0,180
4,11,7,0,180
4,11,8,0,180
4,11,9,0,180
4,11,10,0,180
4,11,11,0,180
4,11,12,0,180
4,11,13,0,180
4,11,14,0,180
4,11,15,0,180
4,11,16,0,180
4,11,17,0,180
4,11,18,0,180
4,11,19,0,180
4,11,20,0,180
4,11,21,0,180
4,11,22,0,180
4,11,23,0,180
4,11,24,0,180
4,11,25,0,180
4,11,26,0,180
4,11,27,0,180
4,11,28,0,180
4,11,29,0,180
4,11,30,0,180
4,11,31,0,180
4,11,32,0,180
4,11,33,0,180
4,11,34,0,180
4,11,35,0,180
4,11,36,0,180
4,11,37,0,180
4,11,38,0,180
4,11,39,0,180
4,11,40,0,180
4,11,41,0,180
4,11,42,0,180
4,11,43,0,180
4,11,44,0,180
4,11,45,0,180
4,11,46,0,180
4,11,47,0,180
4,11,48,0,180
4,11,49,0,180
4,11,50,0,180
4,11,51,0,180
4,11,52,0,180
4,11,53,0,180
4,11,54,0,180
4,11,55,0,180
4,11,56,0,180
4,11,57,0,180
4,11,58,0,180
4,11,59,0,180
4,11,60,0,180
4,11,61,0,180
4,11,62,0,180
4,11,63,0,180
4,11,64,0,180
4,11,65,0,180
4,11,66,0,180
4,11,67,0,180
4,11,68,0,180
4,11,69,0,180
4,11,70,0,180
4,11,71,0,180
4,11,72,0,180
4,11,73,0,180
4,11,74,0,180
4,11,75,0,180
4,11,76,0,180
4,11,77,0,180
4,11,78,0,180
4,11,79,0,180
4,11,80,0,180
4,11,81,0,180
4,11,82,0,180
4,11,83,0,180
4,11,84,0,180
4,12,1,0,180
4,12,2,0,180
4,12,3,0,180
4,12,4,0,180
4,12,5,0,180
4,12,6,0,180
4,12,7,0,180
4,12,8,0,180
4,12,9,0,180
4,12,10,0,180
4,12,11,0,180
4,12,12,0,180
4,12,13,0,180
4,12,14,0,180
4,12,15,0,180
4,12,16,0,180
4,12,17,0,180
4,12,18,0,180
4,12,19,0,180
4,12,20,0,180
4,12,21,0,180
4,12,22,0,180
4,12,23,0,180
4,12,24,0,180
4,12,25,0,180
4,12,26,0,180
4,12,27,0,180
4,12,28,0,180
4,12,29,0,180
4,12,30,0,180
4,12,31,0,180
4,12,32,0,180
4,12,33,0,180
4,12,34,0,180
4,12,35,0,180
4,12,36,0,180
4,12,37,0,180
4,12,38,0,180
4,12,39,0,180
4,12,40,0,180
4,12,41,0,180
4,12,42,0,180
4,12,43,0,180
4,12,44,0,180
4,12,45,0,180
4,12,46,0,180
4,12,47,0,180
4,12,48,0,180
4,12,49,0,180
4,12,50,0,180
4,12,51,0,180
4,12,52,0,180
4,12,53,0,180
4,12,54,0,180
4,12,55,0,180
4,12,56,0,180
4,12,57,0,180
4,12,58,0,180
4,12,59,0,180
4,12,60,0,180
4,12,61,0,180
4,12,62,0,180
4,12,63,0,180
4,12,64,0,180
4,12,65,0,180
4,12,66,0,180
4,12,67,0,180
4,12,68,0,180
4,12,69,0,180
4,12,70,0,180
4,12,71,0,180
4,12,72,0,180
4,12,73,0,180
4,12,74,0,180
4,12,75,0,180
4,12,76,0,180
4,12,77,0,180
4,12,78,0,180
4,12,79,0,180
4,12,80,0,180
4,12,81,0,180
4,12,82,0,180
4,12,83,0,180
4,12,84,0,180
4,13,1,0,200
4,13,2,0,200
4,13,3,0,200
4,13,4,0,200
4,13,5,0,200
4,13,6,0,200
4,13,7,0,200
4,13,8,0,200
4,13,9,0,200
4,13,10,0,200
4,13,11,0,200
4,13,12,0,200
4,13,13,0,200
4,13,14,0,200
4,13,15,0,200
4,13,16,0,200
4,13,17,0,200
4,13,18,0,200
4,13,19,0,200
4,13,20,0,200
4,13,21,0,200
4,13,22,0,200
4,13,23,0,200
4,13,24,0,200
4,13,25,0,200
4,13,26,0,200
4,13,27,0,200
4,13,28,0,200
4,13,29,0,200
4,13,30,0,200
4,13,31,0,200
4,13,32,0,200
4,13,33,0,200
4,13,34,0,200
4,13,35,0,200
4,13,36,0,200
4,13,37,0,200
4,13,38,0,200
4,13,39,0,200
4,13,40,0,200
4,13,41,0,200
4,13,42,0,200
4,13,43,0,200
4,13,44,0,200
4,13,45,0,200
4,13,46,0,200
4,13,47,0,200
4,13,48,0,200
4,13,49,0,200
4,13,50,0,200
4,13,51,0,200
4,13,52,0,200
4,13,53,0,200
4,13,54,0,200
4,13,55,0,200
4,13,56,0,200
4,13,57,0,200
4,13,58,0,200
4,13,59,0,200
4,13,60,0,200
4,13,61,0,200
4,13,62,0,200
4,13,63,0,200
4,13,64,0,200
4,13,65,0,200
4,13,66,0,200
4,13,67,0,200
4,13,68,0,200
4,13,69,0,200
4,13,70,0,200
4,13,71,0,200
4,13,72,0,200
4,13,73,0,200
4,13,74,0,200
4,13,75,0,200
4,13,76,0,200
4,13,77,0,200
4,13,78,0,200
4,13,79,0,200
4,13,80,0,200
4,13,81,0,200
4,13,82,0,200
4,13,83,0,200
4,13,84,0,200
4,14,1,0,200
4,14,2,0,200
4,14,3,0,200
4,14,4,0,200
4,14,5,0,200
4,14,6,0,200
4,14,7,0,200
4,14,8,0,200
4,14,9,0,200
4,14,10,0,200
4,14,11,0,200
4,14,12,0,200
4,14,13,0,200
4,14,14,0,200
4,14,15,0,200
4,14,16,0,200
4,14,17,0,200
4,14,18,0,200
4,14,19,0,200
4,14,20,0,200
4,14,21,0,200
4,14,22,0,200
4,14,23,0,200
4,14,24,0,200
4,14,25,0,200
4,14,26,0,200
4,14,27,0,200
4,14,28,0,200
4,14,29,0,200
4,14,30,0,200
4,14,31,0,200
4,14,32,0,200
4,14,33,0,200
4,14,34,0,200
4,14,35,0,200
4,14,36,0,200
4,14,37,0,200
4,14,38,0,200
4,14,39,0,200
4,14,40,0,200
4,14,41,0,200
4,14,42,0,200
4,14,43,0,200
4,14,44,0,200
4,14,45,0,200
4,14,46,0,200
4,14,47,0,200
4,14,48,0,200
4,14,49,0,200
4,14,50,0,200
4,14,51,0,200
4,14,52,0,200
4,14,53,0,200
4,14,54,0,200
4,14,55,0,200
4,14,56,0,200
4,14,57,0,200
4,14,58,0,200
4,14,59,0,200
4,14,60,0,200
4,14,61,0,200
4,14,62,0,200
4,14,63,0,200
4,14,64,0,200
4,14,65,0,200
4,14,66,0,200
4,14,67,0,200
4,14,68,0,200
4,14,69,0,200
4,14,70,0,200
4,14,71,0,200
4,14,72,0,200
4,14,73,0,200
4,14,74,0,200
4,14,75,0,200
4,14,76,0,200
4,14,77,0,200
4,14,78,0,200
4,14,79,0,200
4,14,80,0,200
4,14,81,0,200
4,14,82,0,200
4,14,83,0,200
4,14,84,0,200
4,15,1,0,190
4,15,2,0,190
4,15,3,0,190
4,15,4,0,190
4,15,5,0,190
4,15,6,0,190
4,15,7,0,190
4,15,8,0,190
4,15,9,0,190
4,15,10,0,190
4,15,11,0,190
4,15,12,0,190
4,15,13,0,190
4,15,14,0,190
4,15,15,0,190
4,15,16,0,190
4,15,17,0,190
4,15,18,0,190
4,15,19,0,190
4,15,20,0,190
4,15,21,0,190
4,15,22,1,190
4,15,23,0,190
4,15,24,0,190
4,15,25,0,190
4,15,26,0,190
4,15,27,0,190
4,15,28,0,190
4,15,29,0,190
4,15,30,0,190
4,15,31,0,190
4,15,32,0,190
4,15,33,0,190
4,15,34,0,190
4,15,35,0,190
4,15,36,0,190
4,15,37,0,190
4,15,38,0,190
4,15,39,0,190
4,15,40,0,190
4,15,41,0,190
4,15,42,0,190
4,15,43,0,190
4,15,44,0,190
4,15,45,0,190
4,15,46,1,190
4,15,47,1,190
4,15,48,0,190
4,15,49,0,190
4,15,50,0,190
4,15,51,1,190
4,15,52,1,190
4,15,53,0,190
4,15,54,0,190
4,15,55,0,190
4,15,56,0,190
4,15,57,0,190
4,15,58,0,190
4,15,59,0,190
4,15,60,0,190
4,15,61,0,190
4,15,62,0,190
4,15,63,0,190
4,15,64,0,190
4,15,65,0,190
4,15,66,0,190
4,15,67,0,190
4,15,68,0,190
4,15,69,0,190
4,15,70,0,190
4,15,71,1,190
4,15,72,0,190
4,15,73,0,190
4,15,74,0,190
4,15,75,0,190
4,15,76,0,190
4,15,77,0,190
4,15,78,1,190
4,15,79,1,190
4,15,80,0,190
4,15,81,0,190
4,15,82,0,190
4,15,83,0,190
4,15,84,0,190
4,20,1,0,40
4,20,2,0,40
4,20,3,0,40
4,20,4,0,40
4,20,5,0,40
4,20,6,0,40
4,20,7,0,40
4,20,8,0,40
4,20,9,0,40
4,20,10,0,40
4,20,11,0,40
4,20,12,0,40
4,20,13,0,40
4,20,14,0,40
4,20,15,0,40
4,20,16,0,40
4,20,17,0,40
4,20,18,0,40
4,20,19,0,40
4,20,20,0,40
4,20,21,0,40
4,20,22,0,40
4,20,23,0,40
4,20,24,0,40
4,20,25,0,40
4,20,26,0,40
4,20,27,0,40
4,20,28,0,40
4,20,29,0,40
4,20,30,0,40
4,20,31,0,40
4,20,32,0,40
4,20,33,0,40
4,20,34,0,40
4,20,35,0,40
4,20,36,0,40
4,20,37,0,40
4,20,38,0,40
4,20,39,0,40
4,20,40,0,40
4,20,41,0,40
4,20,42,0,40
4,20,43,0,40
4,20,44,0,40
4,20,45,0,40
4,20,46,0,40
4,20,47,0,40
4,20,48,0,40
4,20,49,0,40
4,20,50,0,40
4,20,51,0,40
4,20,52,0,40
4,20,53,0,40
4,20,54,0,40
4,20,55,0,40
4,20,56,0,40
4,20,57,0,40
4,20,58,0,40
4,20,59,0,40
4,20,60,0,40
4,20,61,0,40
4,20,62,0,40
4,20,63,0,40
4,20,64,0,40
4,20,65,0,40
4,20,66,0,40
4,20,67,0,40
4,20,68,0,40
4,20,69,0,40
4,20,70,0,40
4,20,71,0,40
4,20,72,0,40
4,20,73,0,40
4,20,74,0,40
4,20,75,0,40
4,20,76,0,40
4,20,77,0,40
4,20,78,0,40
4,20,79,0,40
4,20,80,0,40
4,20,81,0,40
4,20,82,0,40
4,20,83,0,40
4,20,84,0,40
4,21,1,0,40
4,21,2,0,40
4,21,3,0,40
4,21,4,0,40
4,21,5,0,40
4,21,6,0,40
4,21,7,0,40
4,21,8,0,40
4,21,9,1,40
4,21,10,0,40
4,21,11,0,40
4,21,12,0,40
4,21,13,0,40
4,21,14,0,40
4,21,15,0,40
4,21,16,0,40
4,21,17,0,40
4,21,18,0,40
4,21,19,0,40
4,21,20,0,40
4,21,21,0,40
4,21,22,0,40
4,21,23,0,40
4,21,24,0,40
4,21,25,0,40
4,21,26,0,40
4,21,27,0,40
4,21,28,1,40
4,21,29,0,40
4,21,30,0,40
4,21,31,0,40
4,21,32,0,40
4,21,33,0,40
4,21,34,0,40
4,21,35,0,40
4,21,36,1,40
4,21,37,0,40
4,21,38,0,40
4,21,39,0,40
4,21,40,0,40
4,21,41,0,40
4,21,42,0,40
4,21,43,0,40
4,21,44,0,40
4,21,45,0,40
4,21,46,0,40
4,21,47,0,40
4,21,48,0,40
4,21,49,0,40
4,21,50,0,40
4,21,51,0,40
4,21,52,0,40
4,21,53,0,40
4,21,54,0,40
4,21,55,0,40
4,21,56,1,40
4,21,57,0,40
4,21,58,0,40
4,21,59,0,40
4,21,60,0,40
4,21,61,0,40
4,21,62,0,40
4,21,63,0,40
4,21,64,0,40
4,21,65,0,40
4,21,66,0,40
4,21,67,0,40
4,21,68,0,40
4,21,69,0,40
4,21,70,0,40
4,21,71,0,40
4,21,72,0,40
4,21,73,0,40
4,21,74,0,40
4,21,75,0,40
4,21,76,0,40
4,21,77,0,40
4,21,78,0,40
4,21,79,0,40
4,21,80,0,40
4,21,81,0,40
4,21,82,0,40
4,21,83,0,40
4,21,84,0,40
5,1,1,0,130
5,1,2,0,130
5,1,3,0,130
5,1,4,0,130
5,1,5,0,130
5,1,6,0,130
5,1,7,0,130
5,1,8,0,130
5,1,9,0,130
5,1,10,0,130
5,1,11,0,130
5,1,12,0,130
5,1,13,0,130
5,1,14,0,130
5,1,15,0,130
5,1,16,0,130
5,1,17,0,130
5,1,18,0,130
5,1,19,0,130
5,1,20,0,130
5,1,21,0,130
5,1,22,0,130
5,1,23,0,130
5,1,24,0,130
5,1,25,0,130
5,1,26,0,130
5,1,27,0,130
5,1,28,0,130
5,1,29,0,130
5,1,30,0,130
5,1,31,0,130
5,1,32,0,130
5,1,33,0,130
5,1,34,0,130
5,1,35,0,130
5,1,36,0,130
5,1,37,0,130
5,1,38,0,130
5,1,39,0,130
5,1,40,0,130
5,1,41,0,130
5,1,42,0,130
5,1,43,0,130
5,1,44,0,130
5,1,45,0,130
5,1,46,0,130
5,1,47,0,130
5,1,48,0,130
5,1,49,0,130
5,1,50,0,130
5,1,51,0,130
5,1,52,0,130
5,1,53,0,130
5,1,54,0,130
5,1,55,0,130
5,1,56,0,130
5,1,57,0,130
5,1,58,0,130
5,1,59,1,130
5,1,60,0,130
5,1,61,0,130
5,1,62,0,130
5,1,63,0,130
5,1,64,0,130
5,1,65,0,130
5,1,66,0,130
5,1,67,1,130
5,1,68,0,130
5,1,69,0,130
5,1,70,0,130
5,1,71,0,130
5,1,72,0,130
5,1,73,0,130
5,1,74,0,130
5,1,75,0,130
5,1,76,0,130
5,1,77,0,130
5,1,78,0,130
5,1,79,0,130
5,1,80,0,130
5,1,81,0,130
5,1,82,0,130
5,1,83,0,130
5,1,84,0,130
5,2,1,0,130
5,2,2,0,130
5,2,3,0,130
5,2,4,0,130
5,2,5,0,130
5,2,6,0,130
5,2,7,0,130
5,2,8,0,130
5,2,9,0,130
5,2,10,0,130
5,2,11,0,130
5,2,12,0,130
5,2,13,0,130
5,2,14,0,130
5,2,15,0,130
5,2,16,1,130
5,2,17,0,130
5,2,18,0,130
5,2,19,1,130
5,2,20,0,130
5,2,21,0,130
5,2,22,0,130
5,2,23,0,130
5,2,24,0,130
5,2,25,0,130
5,2,26,0,130
5,2,27,0,130
5,2,28,0,130
5,2,29,0,130
5,2,30,0,130
5,2,31,0,130
5,2,32,0,130
5,2,33,0,130
5,2,34,0,130
5,2,35,0,130
5,2,36,0,130
5,2,37,0,130
5,2,38,0,130
5,2,39,0,130
5,2,40,0,130
5,2,41,0,130
5,2,42,0,130
5,2,43,0,130
5,2,44,0,130
5,2,45,0,130
5,2,46,0,130
5,2,47,0,130
5,2,48,0,130
5,2,49,0,130
5,2,50,0,130
5,2,51,0,130
5,2,52,0,130
5,2,53,0,130
5,2,54,0,130
5,2,55,0,130
5,2,56,0,130
5,2,57,0,130
5,2,58,0,130
5,2,59,0,130
5,2,60,0,130
5,2,61,0,130
5,2,62,0,130
5,2,63,0,130
5,2,64,0,130
5,2,65,0,130
5,2,66,0,130
5,2,67,1,130
5,2,68,0,130
5,2,69,0,130
5,2,70,0,130
5,2,71,0,130
5,2,72,0,130
5,2,73,0,130
5,2,74,1,130
5,2,75,0,130
5,2,76,0,130
5,2,77,0,130
5,2,78,0,130
5,2,79,0,130
5,2,80,0,130
5,2,81,0,130
5,2,82,0,130
5,2,83,0,130
5,2,84,0,130
5,3,1,0,200
5,3,2,0,200
5,3,3,0,200
5,3,4,0,200
5,3,5,0,200
5,3,6,1,200
5,3,7,0,200
5,3,8,0,200
5,3,9,0,200
5,3,10,0,200
5,3,11,0,200
5,3,12,0,200
5,3,13,0,200
5,3,14,0,200
5,3,15,0,200
5,3,16,0,200
5,3,17,0,200
5,3,18,0,200
5,3,19,0,200
5,3,20,0,200
5,3,21,0,200
5,3,22,0,200
5,3,23,0,200
5,3,24,0,200
5,3,25,0,200
5,3,26,0,200
5,3,27,1,200
5,3,28,0,200
5,3,29,0,200
5,3,30,0,200
5,3,31,0,200
5,3,32,0,200
5,3,33,0,200
5,3,34,0,200
5,3,35,0,200
5,3,36,0,200
5,3,37,0,200
5,3,38,0,200
5,3,39,0,200
5,3,40,1,200
5,3,41,0,200
5,3,42,0,200
5,3,43,0,200
5,3,44,0,200
5,3,45,0,200
5,3,46,0,200
5,3,47,0,200
5,3,48,0,200
5,3,49,0,200
5,3,50,0,200
5,3,51,0,200
5,3,52,0,200
5,3,53,0,200
5,3,54,0,200
5,3,55,0,200
5,3,56,0,200
5,3,57,0,200
5,3,58,0,200
5,3,59,0,200
5,3,60,0,200
5,3,61,0,200
5,3,62,0,200
5,3,63,0,200
5,3,64,0,200
5,3,65,0,200
5,3,66,0,200
5,3,67,0,200
5,3,68,0,200
5,3,69,0,200
5,3,70,0,200
5,3,71,0,200
5,3,72,0,200
5,3,73,0,200
5,3,74,0,200
5,3,75,0,200
5,3,76,0,200
5,3,77,0,200
5,3,78,0,200
5,3,79,0,200
5,3,80,0,200
5,3,81,0,200
5,3,82,0,200
5,3,83,0,200
5,3,84,0,200
5,10,1,0,180
5,10,2,0,180
5,10,3,0,180
5,10,4,0,180
5,10,5,0,180
5,10,6,0,180
5,10,7,0,180
5,10,8,0,180
5,10,9,0,180
5,10,10,0,180
5,10,11,0,180
5,10,12,0,180
5,10,13,0,180
5,10,14,0,180
5,10,15,0,180
5,10,16,0,180
5,10,17,0,180
5,10,18,0,180
5,10,19,0,180
5,10,20,0,180
5,10,21,0,180
5,10,22,0,180
5,10,23,0,180
5,10,24,0,180
5,10,25,0,180
5,10,26,0,180
5,10,27,0,180
5,10,28,0,180
5,10,29,0,180
5,10,30,0,180
5,10,31,0,180
5,10,32,0,180
5,10,33,0,180
5,10,34,0,180
5,10,35,0,180
5,10,36,0,180
5,10,37,0,180
5,10,38,0,180
5,10,39,0,180
5,10,40,0,180
5,10,41,0,180
5,10,42,0,180
5,10,43,0,180
5,10,44,0,180
5,10,45,0,180
5,10,46,0,180
5,10,47,0,180
5,10,48,0,180
5,10,49,0,180
5,10,50,0,180
5,10,51,0,180
5,10,52,0,180
5,10,53,0,180
5,10,54,0,180
5,10,55,0,180
5,10,56,0,180
5,10,57,0,180
5,10,58,0,180
5,10,59,0,180
5,10,60,0,180
5,10,61,0,180
5,10,62,0,180
5,10,63,0,180
5,10,64,0,180
5,10,65,0,180
5,10,66,0,180
5,10,67,0,180
5,10,68,0,180
5,10,69,0,180
5,10,70,0,180
5,10,71,0,180
5,10,72,0,180
5,10,73,0,180
5,10,74,0,180
5,10,75,0,180
5,10,76,0,180
5,10,77,0,180
5,10,78,0,180
5,10,79,0,180
5,10,80,0,180
5,10,81,0,180
5,10,82,0,180
5,10,83,0,180
5,10,84,0,180
5,11,1,0,180
5,11,2,0,180
5,11,3,0,180
5,11,4,0,180
5,11,5,0,180
5,11,6,0,180
5,11,7,0,180
5,11,8,0,180
5,11,9,0,180
5,11,10,0,180
5,11,11,0,180
5,11,12,0,180
5,11,13,0,180
5,11,14,0,180
5,11,15,0,180
5,11,16,0,180
5,11,17,0,180
5,11,18,0,180
5,11,19,0,180
5,11,20,0,180
5,11,21,0,180
5,11,22,0,180
5,11,23,0,180
5,11,24,0,180
5,11,25,0,180
5,11,26,0,180
5,11,27,0,180
5,11,28,0,180
5,11,29,0,180
5,11,30,0,180
5,11,31,0,180
5,11,32,0,180
5,11,33,0,180
5,11,34,0,180
5,11,35,0,180
5,11,36,0,180
5,11,37,0,180
5,11,38,0,180
5,11,39,0,180
5,11,40,0,180
5,11,41,0,180
5,11,42,0,180
5,11,43,0,180
5,11,44,0,180
5,11,45,0,180
5,11,46,0,180
5,11,47,0,180
5,11,48,0,180
5,11,49,0,180
5,11,50,0,180
5,11,51,0,180
5,11,52,0,180
5,11,53,0,180
5,11,54,0,180
5,11,55,0,180
5,11,56,0,180
5,11,57,0,180
5,11,58,0,180
5,11,59,0,180
5,11,60,0,180
5,11,61,0,180
5,11,62,0,180
5,11,63,0,180
5,11,64,0,180
5,11,65,0,180
5,11,66,0,180
5,11,67,0,180
5,11,68,0,180
5,11,69,0,180
5,11,70,0,180
5,11,71,0,180
5,11,72,0,180
5,11,73,0,180
5,11,74,0,180
5,11,75,0,180
5,11,76,0,180
5,11,77,0,180
5,11,78,0,180
5,11,79,0,180
5,11,80,0,180
5,11,81,0,180
5,11,82,0,180
5,11,83,0,180
5,11,84,0,180
5,12,1,0,180
5,12,2,0,180
5,12,3,0,180
5,12,4,0,180
5,12,5,0,180
5,12,6,0,180
5,12,7,0,180
5,12,8,0,180
5,12,9,0,180
5,12,10,0,180
5,12,11,0,180
5,12,12,0,180
5,12,13,0,180
5,12,14,0,180
5,12,15,0,180
5,12,16,0,180
5,12,17,0,180
5,12,18,0,180
5,12,19,0,180
5,12,20,0,180
5,12,21,0,180
5,12,22,0,180
5,12,23,0,180
5,12,24,0,180
5,12,25,0,180
5,12,26,0,180
5,12,27,0,180
5,12,28,0,180
5,12,29,0,180
5,12,30,0,180
5,12,31,0,180
5,12,32,0,180
5,12,33,0,180
5,12,34,0,180
5,12,35,0,180
5,12,36,0,180
5,12,37,0,180
5,12,38,0,180
5,12,39,0,180
5,12,40,0,180
5,12,41,0,180
5,12,42,0,180
5,12,43,0,180
5,12,44,0,180
5,12,45,0,180
5,12,46,0,180
5,12,47,0,180
5,12,48,0,180
5,12,49,0,180
5,12,50,0,180
5,12,51,0,180
5,12,52,0,180
5,12,53,0,180
5,12,54,0,180
5,12,55,0,180
5,12,56,0,180
5,12,57,0,180
5,12,58,0,180
5,12,59,0,180
5,12,60,0,180
5,12,61,0,180
5,12,62,0,180
5,12,63,0,180
5,12,64,0,180
5,12,65,0,180
5,12,66,0,180
5,12,67,0,180
5,12,68,0,180
5,12,69,0,180
5,12,70,0,180
5,12,71,0,180
5,12,72,0,180
5,12,73,0,180
5,12,74,0,180
5,12,75,0,180
5,12,76,0,180
